gene,quan,ess,interact,rec,avg_cv,avg_intra_cv
YBR249C,708.38,OTHER,3,1.3,0.151725188443244,0.189886465376764
YBR250W,11.63,OTHER,,1.05,0.0885713453672826,0.283021744365692
YBR251W,45.35,RICH,,1.2,0.176352400459127,0.212968335656128
YBR252W,92.12,ESS,,1.06,0.194918810720986,0.241778881488086
YBR253W,80.1,ESS,,1.22,0.146604208945552,0.128469156632065
YBR254C,32.6,ESS,,0.95,0.173224066428312,0.215620280386749
YBR255W,28.8,OTHER,,0.91,0.126730377220395,0.254640535193259
YBR255C-A,71.13,OTHER,,,0.111375831232656,0.288319460738429
YBR256C,446.28,ESS,,0.89,0.121087734176301,0.265208119337329
YBR257W,33.37,ESS,,1.03,0.150057968116932,0.34661842941434
YBR258C,34.17,OTHER,,0.82,0.1032857504021,0.19182432007418
YBR259W,28.25,CHEM,,1.02,0.0962642134194951,0.243148722655821
YBR260C,41.45,OTHER,91,0.98,0.126787237795316,0.264024705977124
YBR261C,72.15,OTHER,,1.47,0.146013631062526,0.193413035422391
YBR262C,121.43,CHEM,,1.34,0.140626677495763,0.185420082606716
YBR263W,116.8,CHEM,3,1.14,0.12746114462381,0.171719575503845
YBR264C,56.67,OTHER,15,1.39,0.147468202320567,0.25413766688741
YBR265W,82.52,ESS,,1.42,0.128487640377499,0.229840205621954
YBR267W,99.4,RICH,29,1.85,0.139521302220474,0.204437171834844
YBR266C,0.18,CHEM,,1.49,0.0844644961921741,0.189539631626007
YBR268W,121.97,RICH,,1.64,0.146496530377174,0.342402748292519
YBR269C,72.47,OTHER,,1.37,0.217511736523854,0.172509822517061
YBR270C,14.33,OTHER,36,1.01,0.0923645593215518,0.256184735028263
YBR271W,43.52,CHEM,,0.94,0.105504565189958,0.335369852752826
YBR272C,34.9,OTHER,,1,0.116141824802617,0.235901494513789
YBR273C,42.38,CHEM,,0.97,0.154745135754411,0.207479483884233
YBR274W,55.08,CHEM,36,0.82,0.128342074937003,0.248742144306212
YBR275C,38.97,CHEM,,0.85,0.167268660991741,0.272929895110273
YBR276C,61.63,OTHER,2,0.84,0.120057580806361,0.255594567434124
YBR277C,0.75,OTHER,,0.92,0.152644078922098,0.273314175564286
YBR278W,28.15,RICH,125,0.86,0.154060204674229,0.257967678170745
YBR279W,107.37,RICH,,1.01,0.136123457504417,0.244919834720787
YBR280C,15.7,OTHER,,0.73,0.149998087506122,0.249474714180403
YBR281C,33.37,OTHER,,0.99,0.110901891417347,0.256769672038913
YBR282W,56.92,RICH,,1.02,0.189945330011049,0.337946430040516
YBR283C,452.42,RICH,,0.91,0.135357162219806,0.216456957790266
YBR284W,9.68,OTHER,,0.89,0.114512399680929,0.237060332381868
YBR285W,14.03,OTHER,,1.06,0.199456841009705,0.293938479395592
YBR286W,298.7,OTHER,,0.96,0.118485494935408,0.237660054121252
YBR287W,89.27,OTHER,,0.82,0.123586683853821,0.241250135454891
YBR288C,64.38,OTHER,55,0.91,0.16167082074179,0.386963728122364
YBR289W,37.47,RICH,23,0.95,0.137947862900662,0.228444313907218
YBR290W,70.75,OTHER,,0.8,0.138934431879245,0.27103304550918
YBR291C,154.28,OTHER,,0.9,0.151445923185084,0.245087514121006
YBR292C,6.73,OTHER,,0.88,0.203027667595362,0.389978481183022
YBR293W,38.53,OTHER,9,1.09,0.115945757271599,0.247468601274433
YBR294W,3.93,OTHER,24,0.71,0.119150284715832,0.2028135078207
YBR295W,19.88,OTHER,9,0.82,0.120248946301598,0.238415748739263
YBR296C,2.52,OTHER,,0.93,0.146691085441465,0.2872713283624
YBR297W,64.73,OTHER,,0.93,0.0963252018242011,0.255876464107596
YBR298C,39.73,OTHER,11,0.72,0.141931954599516,0.247145270800435
YBR298C-A,0.5,OTHER,,,0.135943138487726,0.316383223017126
YBR299W,15.4,OTHER,,0.74,0.115306624482149,0.226469180810605
YBR300C,1.78,OTHER,,1.01,0.105365045195034,0.274405922652012
YBR301W,1.53,CHEM,,1.38,0.2282444621386,0.221275033605161
YBR302C,28.77,OTHER,,0.96,0.115577993185836,0.259351493589383
YLL067C,0.63,OTHER,,1.26,0.0921935606293819,0.225664372398162
YLL067W-A,0.08,OTHER,,,0.122337986994901,0.192603158977651
YLL066C,9.13,OTHER,,1.2,0.0986366599660053,0.23091725688346
YLL066W-A,0.4,OTHER,,,0.127240458378314,0.192603158977651
YLL065W,1.8,OTHER,,1.5,0.18617297478291,0.311129259438511
YLL064C,4.28,OTHER,,1.16,0.252932771102755,0.248546535453669
YLL063C,19.2,OTHER,,1.465,0.127256900013825,0.233657584514684
YLL062C,14.25,CHEM,,0.96,0.151752500303327,0.228649069775192
YLL061W,20.22,OTHER,,0.74,0.121870169278574,0.245918700580383
YLL060C,11.48,OTHER,,0.95,0.108552217419722,0.280448739302388
YLL059C,6.85,OTHER,,1.2,0.137654056963008,0.228055476776762
YLL058W,21.3,OTHER,13,0.96,0.132354696013352,0.220541991884426
YLL057C,6.22,OTHER,11,0.85,0.107522208155989,0.262277585370176
YLL056C,22.53,OTHER,,0.83,0.113809416986301,0.242804566341633
YLL055W,21.62,CHEM,,1.01,0.16129270651373,0.261902835019408
YLL054C,17.75,OTHER,9,0.87,0.119727557013962,0.208884223642757
YLL053C,7.82,OTHER,,0.96,0.209358909632391,0.242384045498767
YLL052C,7.82,OTHER,1,1.01,0.124801322287717,0.225292654853957
YLL051C,69.72,CHEM,6,1.08,0.106491069393491,0.304689846523299
YLL050C,641.1,ESS,,0.87,0.168818826845981,0.222223174936526
YLL049W,54.65,OTHER,85,0.87,0.183319004841126,0.223998908931444
YLL048C,159.57,OTHER,,1.34,0.153354431556123,0.280177986463116
YLL047W,6.43,OTHER,,0.83,0.162220605120935,0.33549841060687
YLL046C,8.73,OTHER,9,0.89,0.155529791064237,0.307098224233003
YLL045C,1734.6,RICH,25,1.02,0.184025395637594,0.177188244826325
YLL044W,0.13,CHEM,,1.03,0.120419739929813,0.172281578509364
YLL043W,92.02,OTHER,68,0.85,0.141614468836356,0.26567727704156
YLL042C,14.93,CHEM,,1.14,0.196219030171162,0.270696801889417
YLL041C,83.53,OTHER,13,1.1,0.11504539079027,0.190550415480333
YLL040C,60.42,OTHER,46,0.92,0.1140056060535,0.220436457367034
YLL039C,115.33,OTHER,49,1.025,0.108677866888807,0.143806774673694
YLL038C,13.27,OTHER,24,0.91,0.118179321612145,0.224557453064866
YLL037W,3.5,ESS,,0.87,0.153752720692537,0.375610577266312
YLL036C,56.47,ESS,,0.91,0.0900070897269294,0.243175505885806
YLL035W,29.42,ESS,,0.85,0.0932264995901364,0.244021233574256
YLL034C,60.22,ESS,,0.75,0.125053391948024,0.281503867223483
YLL033W,12.5,RICH,,0.92,0.103272705939682,0.236850966066195
YLL032C,22.78,OTHER,,0.84,0.177845751947308,0.322789851857585
YLL031C,70.85,ESS,,0.84,0.186550903578702,0.268818809416814
YLL030C,0.02,CHEM,,0.9,0.143363850339142,0.404485495622879
YLL029W,88,OTHER,38,1.22,0.155563128416157,0.184334452219946
YLL028W,209.5,OTHER,,1,0.121086663465979,0.219870279579052
YLL027W,90.42,RICH,,1.03,0.183599503197031,0.255342012953878
YLL026W,232.83,OTHER,1,0.88,0.145530418202095,0.246961323603234
YLL025W,10.68,OTHER,8,1.25,0.292832657366788,0.272941538503427
YLL024C,1798.83,OTHER,17,1.09,0.167874645247653,0.175540141229069
YLL023C,118.8,OTHER,,1.23,0.154439966575804,0.213717709280861
YLL022C,33.32,OTHER,,1.14,0.12584328753525,0.19991292401529
YLL021W,79.48,OTHER,,0.8,0.136741034560085,0.189447764641705
YLL020C,7.15,OTHER,,0.97,0.342271837306337,0.269838325682361
YLL019C,46.1,OTHER,,1.19,0.149208418713438,0.264318929670347
YLL018C-A,38.62,RICH,,,0.193213116064964,0.153163238727434
YLL018C,284.33,ESS,,1.21,0.141629212607879,0.199363652710774
YLL015W,67.8,OTHER,,0.91,0.09202778989209,0.258859426003865
YLL014W,195.18,OTHER,,0.93,0.159185937960092,0.24165496027776
YLL013C,9.08,OTHER,,0.97,0.148052244885471,0.264944879266809
YLL012W,57.93,OTHER,,0.95,0.164800964513936,0.241973558254435
YLL011W,68.72,ESS,,0.87,0.115675712902469,0.20505493486759
YLL010C,58.68,OTHER,14,0.77,0.134505492303459,0.233060234046771
YLL009C,207.62,RICH,,0.85,0.201708270785457,0.243192707348088
YLL008W,132.98,ESS,,0.73,0.170979555023376,0.212166133466512
YLL007C,20.03,RICH,,0.79,0.105436404260533,0.28363295217589
YLL006W,21.5,RICH,,0.76,0.118401799006894,0.272816667081
YLL005C,1.35,CHEM,,0.82,0.0886028694441188,0.288776109276616
YLL004W,31.23,ESS,,0.88,0.127400976747365,0.261903444654006
YLL003W,27.02,ESS,,0.79,0.155206085543886,0.248330518631024
YLL002W,22.63,RICH,52,0.69,0.148201509249639,0.266247350506091
YLL001W,62.05,OTHER,27,0.82,0.105717777217555,0.292839513025921
YLR001C,35.77,CHEM,6,1.11,0.152579778703588,0.247601766179198
YLR002C,81.28,ESS,,0.79,0.126158855668716,0.234957910398489
YLR003C,77.35,OTHER,,0.81,0.0886022189667758,0.292959766548499
YLR004C,13.12,OTHER,11,0.79,0.133491479708771,0.223747860301334
YLR005W,42.38,ESS,,0.75,0.112936585744684,0.201832831778113
YLR006C,37.17,OTHER,,0.98,0.14531346613453,0.251464683656457
YLR007W,41.68,ESS,,0.93,0.127535325143721,0.183318516772806
YLR008C,84.05,ESS,,0.75,0.119323850344757,0.169575295187145
YLR009W,229.42,ESS,,0.98,0.101349907593493,0.18310859545126
YLR010C,29.32,ESS,,0.93,0.108043685067813,0.245813164149042
YLR011W,28.83,OTHER,,0.97,0.149429513820916,0.241595320267306
YLR012C,0.42,OTHER,,0.78,0.150988638941118,0.255700393867301
YLR013W,0.57,OTHER,3,0.97,0.181091624228425,0.287434995942007
YLR014C,19.33,OTHER,,0.97,0.113656799179059,0.227877834875869
YLR015W,23.65,OTHER,81,0.85,0.108595370969807,0.203833597491301
YLR016C,29.8,OTHER,,1,0.133716418043924,0.264775559786073
YLR017W,70.25,OTHER,6,0.8,0.141996045453774,0.250804212034129
YLR018C,38.58,OTHER,24,0.91,0.174333174627352,0.20452914539694
YLR019W,78.93,CHEM,,0.81,0.105619495086628,0.2245306332509
YLR020C,66.88,OTHER,,0.83,0.0954693062842883,0.252193850762524
YLR021W,40.35,OTHER,,0.83,0.153736369186779,0.282133936352072
YLR022C,80.1,ESS,,0.89,0.118562916604684,0.256543511902136
YLR023C,51.6,OTHER,,0.96,0.0882487568773127,0.240574329714954
YLR024C,25.05,OTHER,61,0.86,0.160586860506705,0.249758275851366
YLR025W,110.27,OTHER,,0.93,0.141791601094402,0.257251785711376
YLR026C,58.1,ESS,,0.99,0.159594185239186,0.266515959857086
YLR027C,348.37,RICH,,1.02,0.143355602170252,0.192653726537026
YLR028C,159.03,CHEM,,1,0.135249263407099,0.235122779150527
YLR029C,1698.3,ESS,,1.12,0.15197319539963,0.134978594404647
YLR030W,2.92,OTHER,,0.88,0.138371929356498,0.235428663624165
YLR031W,2.87,OTHER,,0.78,0.0873324694565921,0.273905196493141
YLR032W,34.83,RICH,35,0.76,0.159128414727727,0.250758023960377
YLR033W,72.48,ESS,,0.84,0.108674699076899,0.273299930717827
YLR034C,103.03,OTHER,,1.02,0.118106353923733,0.251032803775661
YLR035C,16.52,OTHER,,0.97,0.139109704685452,0.275764693984898
YLR035C-A,0.23,OTHER,,,0.0872721262290343,0.258031207725046
YLR036C,49.95,OTHER,,1.4,0.128714351746181,0.38133654149379
YLR037C,9.13,OTHER,,1.12,0.171015163254386,0.202715286582494
YLR038C,289.33,OTHER,56,,0.170201656721079,0.142020400631272
YLR039C,48.92,RICH,,1.07,0.115072774433212,0.284519451916048
YLR040C,431,OTHER,,1.12,0.142362871671984,0.242240449740145
YLR041W,1.92,OTHER,,1.2,0.198624920793833,0.261206897319835
YLR042C,55.72,OTHER,6,1.09,0.149661511343507,0.259985031343468
YLR043C,933.67,OTHER,,1.21,0.197534243949125,0.211212929772502
YLR044C,7173.17,OTHER,15,1.15,0.138251756233389,0.198826381920037
YLR045C,33.47,ESS,,1.08,0.156185962975793,0.247552236748362
YLR046C,24.4,OTHER,,0.845,0.107326845789594,0.274347052922098
YLR047C,15.75,OTHER,,0.81,0.137692196176085,0.20683811522174
YLR048W,1388.8,CHEM,28,1.08,0.151160610535734,0.163829873896218
YLR049C,69.88,CHEM,3,1.14,0.168441855798784,0.239369862024465
YLR050C,62.2,OTHER,28,1.06,0.150020552229963,0.150791124405559
YLR051C,119.22,ESS,,1.005,0.128041709085742,0.252772996223018
YLR052W,72.15,RICH,,1.11,0.115312068682761,0.274482892078978
YLR053C,3.63,CHEM,,1.18,0.162568530894973,0.229622447999892
YLR054C,4.5,CHEM,,1.06,0.153430842666605,0.24350844377871
YLR055C,48.65,OTHER,,2.13,0.144085557343232,0.223871875669221
YLR056W,276.42,RICH,,2.44,0.137755789246716,0.190430048791825
YLR057W,45.85,OTHER,,1.09,0.129414880072905,0.273115404981864
YLR058C,837.48,RICH,12,1.1,0.0943722281016264,0.222921004134923
YLR059C,68.82,OTHER,13,1.31,0.133787307303206,0.195459340677228
YLR060W,316.73,ESS,,1.03,0.153185762708093,0.225391491882766
YLR061W,1524.2,RICH,36,1.08,0.324596237063916,0.205996249565967
YLR062C,1.15,RICH,,0.94,0.29290755291609,0.329236739177977
YLR063W,53.52,OTHER,,0.9,0.149404609921316,0.287070668906424
YLR064W,77.57,OTHER,,0.91,0.156649578151652,0.216060155771337
YLR065C,149.92,RICH,,0.97,0.211258385197693,0.203518367737071
YLR066W,157.58,ESS,,0.93,0.173451859767523,0.259524918589607
YLR067C,37.72,RICH,,1.01,0.128750481330513,0.284726701196242
YLR068W,65.28,RICH,14,0.98,0.174224695847832,0.244597043708724
YLR069C,63.78,RICH,,0.89,0.135824618220987,0.237193050933368
YLR070C,12.9,OTHER,12,1.03,0.143858364259382,0.213259996289889
YLR071C,48.35,ESS,,1.32,0.132371553622248,0.234151663449036
YLR072W,49.68,OTHER,,1.32,0.161618224062589,0.252290076769614
YLR073C,11.63,OTHER,5,1.22,0.155304972457635,0.276691644720747
YLR074C,249.17,RICH,,1.5,0.169624989422599,0.199282169239565
YLR075W,3820.07,ESS,,1.29,0.183348497017403,0.189229157642039
YLR076C,0.75,ESS,,1.14,0.20826529078005,0.22445802757331
YLR077W,60.07,CHEM,,0.94,0.107331908997367,0.206293927731925
YLR078C,64.28,ESS,,1.04,0.126662800934534,0.27972720171998
YLR079W,95.12,RICH,55,1.13,0.137208756128626,0.227834456498164
YLR080W,19.08,OTHER,,1.52,0.08416554423579,0.211735321328711
YLR081W,8.68,OTHER,11,1.46,0.171838762675729,0.237900373397994
YLR082C,21.42,OTHER,,0.93,0.111591276210847,0.325955406197886
YLR083C,174.02,OTHER,,0.9,0.100090515225206,0.262426116798619
YLR084C,102.4,OTHER,20,0.78,0.15793493025866,0.265647571074
YLR085C,31.88,RICH,145,0.75,0.101577392906928,0.22397013219205
YLR086W,41.35,ESS,,0.74,0.102973640779484,0.183105167033069
YLR087C,38.53,RICH,88,1.04,0.118323291786621,0.288076274017624
YLR088W,58.07,ESS,,0.72,0.108544768067944,0.284342076383263
YLR089C,186.17,OTHER,48,0.86,0.0984627308277483,0.238558656992628
YLR090W,35.8,OTHER,44,1.04,0.115124122840394,0.289941672377426
YLR091W,17.3,RICH,,1.04,0.130422830736202,0.207341754829044
YLR092W,38.37,OTHER,,0.9,0.130577392184354,0.262701085562496
YLR093C,96.15,OTHER,,1.03,0.161628925834492,0.229694987250466
YLR094C,66.42,OTHER,,1.32,0.118092968351152,0.197377913519161
YLR095C,52.62,OTHER,,1.09,0.122285748993857,0.22836904646177
YLR096W,49.43,OTHER,21,0.82,0.155108126395286,0.277872123569474
YLR097C,43.7,OTHER,9,0.83,0.122752013829157,0.264470592758041
YLR098C,31.27,OTHER,2,1.01,0.0968811991101334,0.272238036270401
YLR099C,341.77,OTHER,,1.54,0.106211395348217,0.231181780422294
YLR099W-A,164.72,ESS,,,0.174350798737452,0.23821886718837
YLR100W,192,ESS,,1.53,0.100794678535563,0.185199974343804
YLR101C,2.95,ESS,,1.67,0.12677730779362,0.259475664847979
YLR102C,20.63,OTHER,11,1.15,0.124785097676314,0.261420235922272
YLR103C,24.8,ESS,,1.05,0.138347748862466,0.274988883279744
YLR104W,54.33,OTHER,,0.8,0.132471722003289,0.231468928885519
YLR105C,54.42,ESS,,0.94,0.137541552110488,0.278345931561114
YLR106C,251.7,ESS,,0.82,0.100026433927132,0.25423354906522
YLR107W,68.1,OTHER,,0.98,0.123879127998871,0.275730073737993
YLR108C,12.57,OTHER,,0.77,0.0894984495440945,0.255194789558588
YLR109W,3229.55,OTHER,,1.02,0.189810907425358,0.236461092356538
YLR110C,10855.23,RICH,,1.2,0.323356363567671,0.156625504187083
YLR111W,0.35,OTHER,,1.13,0.102159327739532,0.261136837448434
YLR112W,14.23,OTHER,,1.35,0.175344597706587,0.272763426474861
YLR113W,127.25,OTHER,37,1.23,0.187094802563061,0.278038640627934
YLR114C,57.62,OTHER,58,0.9,0.147588697254699,0.245838662031528
YLR115W,36.37,ESS,,0.77,0.137374002143322,0.239165619134396
YLR116W,48.47,ESS,,0.87,0.152091814922702,0.237056116025636
YLR117C,48.43,ESS,,0.95,0.108684769413129,0.205981012001691
YLR118C,72.78,OTHER,13,0.85,0.114876425529482,0.252396597848589
YLR119W,28.78,OTHER,,0.92,0.0880376781990259,0.304974959981842
YLR120C,133.6,OTHER,,1.07,0.0982602231467895,0.263559961140833
YLR121C,46.08,OTHER,,1.34,0.136253323960977,0.177043582309837
YLR122C,2.33,OTHER,,0.93,0.109943814424793,0.30118114046599
YLR123C,4.43,CHEM,,1.11,0.11802552833261,0.291249457070863
YLR124W,3.2,OTHER,,0.88,0.0781485702521706,0.260834814912434
YLR125W,6.73,OTHER,,0.78,0.143808928303412,0.226247385976709
YLR126C,55.37,CHEM,4,0.77,0.185629175242979,0.223549951416297
YLR127C,30.62,ESS,,0.92,0.119958909567066,0.252442589355992
YLR128W,11.85,OTHER,,0.72,0.0993026436678402,0.278109686805381
YLR129W,92.05,ESS,,0.84,0.165219321159426,0.268828518195786
YLR130C,82.38,OTHER,8,0.73,0.137310204740556,0.219516324711292
YLR131C,25.48,CHEM,,0.72,0.136750610885636,0.239954890535965
YLR132C,11.65,ESS,,0.76,0.0916372517545853,0.304956437212826
YLR133W,22.38,OTHER,14,0.68,0.14889994898435,0.24902083497989
YLR134W,14.2,OTHER,4,1.04,0.135477547681541,0.209009886077407
YLR135W,16.22,OTHER,10,0.94,0.117912011208298,0.230139801788649
YLR136C,29.4,OTHER,,1.08,0.116272378940054,0.189959618822336
YLR137W,33,OTHER,,1.49,0.0938532839068693,0.183339032825943
YLR138W,79.17,OTHER,,1.03,0.164972259106045,0.229432444239212
YLR139C,27.62,RICH,,0.87,0.161863381672008,0.224596853799263
YLR140W,0.12,ESS,,1.01,0.222304527758109,0.507164271122805
YLR141W,18.55,ESS,,1.14,0.163379789452323,0.253658134108702
YLR142W,26.37,OTHER,,0.88,0.104340628411828,0.228789663935288
YLR143W,48.37,RICH,,0.82,0.0935603819837545,0.221267543495381
YLR144C,32.83,OTHER,,0.76,0.168577421659534,0.194203566835824
YLR145W,66.65,ESS,,0.86,0.14132355176135,0.216103667851449
YLR146C,49.72,OTHER,,0.9,0.147296234782346,0.230924614698297
YLR147C,88.07,ESS,,0.97,0.198907101782813,0.308383420483579
YLR148W,45.67,RICH,3,1.24,0.150692119382208,0.264947435432071
YLR149C,16.4,RICH,,0.99,0.112258774249368,0.256080290087388
YLR150W,1340.15,OTHER,,1.02,0.162602822041858,0.211948477227114
YLR151C,23.98,OTHER,,0.9,0.116514114075906,0.273786331101393
YLR152C,70.42,OTHER,41,0.75,0.0769997978228741,0.320331926192786
YLR153C,260.17,ESS,,,0.123139751906134,0.20814525334375
YLR154C,90.55,OTHER,,0.78,0.0830604161001932,0.273864718516274
YLR154W-C,3.23,OTHER,,,0.119185716486413,0.192991892438102
YLR154W-E,3.8,OTHER,,,0.189451242127784,0.380240239032725
YLR155C,182.97,OTHER,,0.84,0.140221111768449,0.284881243046983
YLR156W,0.42,OTHER,,0.81,0.0925062266856793,0.377395092793565
YLR157C,182.97,OTHER,,0.83,0.140221111768449,0.284881243046983
YLR157W-D,0,OTHER,,,0.182036040285542,0.408287176458233
YLR157C-B,220.88,OTHER,,,0.109349669449818,0.205626624971186
YLR157C-A,0,OTHER,,,0.126424229346883,0.218938021349528
YLR158C,182.97,OTHER,18,,0.140221111768449,0.284881243046983
YLR159W,1.87,OTHER,,1.2,0.0911864205800477,0.377395092793565
YLR160C,182.97,OTHER,7,1.14,0.140221111768449,0.284881243046983
YLR161W,1.87,OTHER,,0.78,0.101535870988966,0.377395092793565
YLR162W,19.1,OTHER,,0.95,0.158122504078665,0.221139257183265
YLR163C,55.42,ESS,,1.12,0.113189629155884,0.232739877173465
YLR164W,10.98,OTHER,,1.19,0.214524347161905,0.17107038203707
YLR165C,29.25,OTHER,20,1.16,0.156181058531973,0.272509970120785
YLR166C,50.57,ESS,,1.03,0.146633241652666,0.240657387568948
YLR167W,5508.37,ESS,,1.13,0.226121648968934,0.160240263352096
YLR168C,69.23,OTHER,,1.11,0.122062822442484,0.203514231467765
YHR201C,78.62,OTHER,,1.22,0.109694249656609,0.240111223400048
YHR202W,18.13,OTHER,,1.04,0.106684826228035,0.264867855119991
YHR203C,1517.17,RICH,20,0.96,0.169420993465001,0.147734912591692
YHR204W,53.05,OTHER,,1.02,0.144284249088266,0.259236136686004
YHR205W,67.9,OTHER,,0.99,0.142288147655223,0.249760478202041
YHR206W,58.65,OTHER,37,1.06,0.120731449457205,0.250166723449652
YHR207C,60.1,OTHER,,0.955,0.163987885538524,0.250620285877927
YHR208W,244.03,OTHER,57,1.115,0.0966227825327279,0.202692759890313
YHR209W,26.95,OTHER,,1.21,0.156555008170665,0.222305872644736
YHR210C,13.4,OTHER,,1.33,0.109227840732835,0.256291340783948
YHR211W,30.4,OTHER,,1.4,0.147995149370211,0.215250700726882
YHR212C,2.88,OTHER,,0.8,0.113734603517234,0.369638247259649
YHR212W-A,0.07,OTHER,,,0.141734254034287,0.28482448820609
YHR213W,0.02,OTHER,,0.93,0.102664897283762,0.228098399489749
YHR213W-A,0.12,OTHER,,,0.11712244055906,0.325684863774187
YHR213W-B,0.4,OTHER,,,0.156054794905795,0.291484679660207
YHR214W,51.48,OTHER,,0.99,0.0949847785978314,0.256575959503796
YHR214W-A,90.58,OTHER,,1.25,0.149829408674381,0.18081658839148
YHR214C-B,758.93,OTHER,,0.99,0.108473747139586,0.2168169806755
YHR214C-C,0,OTHER,,,0.121990722641007,0.228174820034517
YHR214C-D,0.55,OTHER,,,0.191941718397922,0.26145246122026
YHR214C-E,2.12,OTHER,,,0.221977883113255,0.276414878511846
YHR215W,11.5,OTHER,5,0.82,0.0865719525488937,0.195040615539272
YHR216W,284.48,OTHER,,0.97,0.162156415841706,0.270400228985508
YHR217C,40.78,OTHER,,1.66,0.169987236242717,0.197614997867627
YHR218W,0,OTHER,,1.87,0.0891236988073816,0.226660510119418
YHR218W-A,0,OTHER,,,0.13407542705292,0.200329823171566
YHR219W,0,OTHER,,1.61,0.0926957785640996,0.192656357259714
YHR219C-A,0.15,OTHER,,,0.122564813235909,0.187950505299133
YGR003W,22.57,CHEM,,0.88,0.0898166798849293,0.275243985649682
YGR004W,23.13,OTHER,33,0.85,0.105109407223706,0.201149756661151
YGR005C,83.13,ESS,,0.72,0.145043104013493,0.267171691732026
YGR006W,12.15,RICH,,0.77,0.126956660858234,0.275749350482137
YGR007W,70.3,OTHER,6,0.75,0.132508204838808,0.226413615727023
YGR008C,324.03,CHEM,,0.73,0.158929853076102,0.196364556339961
YGR009C,67.27,ESS,,0.72,0.0907817009902834,0.235232736059506
YGR010W,30.87,OTHER,,0.79,0.117272213650904,0.227049573292627
YGR011W,3.62,CHEM,,0.79,0.127452077206055,0.253195160614404
YGR012W,49.75,OTHER,36,0.83,0.161472543332136,0.21859863579807
YGR013W,35.53,ESS,,1.04,0.0853018296841744,0.194061994921822
YGR014W,195.15,OTHER,,0.75,0.115013696074586,0.190530403761382
YGR015C,20.75,OTHER,,0.91,0.139010162842646,0.277443411729871
YGR016W,13.35,CHEM,,0.92,0.156660857569938,0.276055295290966
YGR017W,143.83,OTHER,,0.78,0.103304198427741,0.287125394280337
YGR018C,2.23,OTHER,,0.8,0.100588400596884,0.181991065207125
YGR019W,114.88,CHEM,,0.91,0.123293466815256,0.243549318114195
YGR020C,336.07,RICH,,0.99,0.152320022310439,0.220364942161857
YGR021W,35.77,CHEM,42,1.32,0.165223083243237,0.246665245559327
YGR022C,0.53,CHEM,,0.93,0.108455302002349,0.126936897895747
YGR023W,30.88,OTHER,,1,0.113154557386561,0.191634291025897
YGR024C,99.82,ESS,,1.02,0.135587330286693,0.252146514971696
YGR025W,0.18,CHEM,,0.79,0.102477716640167,0.248484171179096
YGR026W,122.97,OTHER,,0.865,0.138649228249464,0.260645683128704
YGR027C,782.45,RICH,31,0.92,0.228756389390619,0.197621241200301
YGR027W-A,0,OTHER,,,0.118012423038683,0.224303033649737
YGR027W-B,145.43,OTHER,,,0.0984337862429862,0.20404389060012
YGR028W,43.32,OTHER,21,0.92,0.130383127671438,0.315676249514144
YGR029W,76.7,ESS,,0.82,0.187738331373366,0.228873056466712
YGR030C,49.07,ESS,,1.19,0.135749134834278,0.235096044798775
YGR031W,31.18,CHEM,,0.84,0.0838251941579577,0.198181639606184
YGR031C-A,0.68,OTHER,,,0.0840352650898003,0.202300219709497
YGR032W,62.42,OTHER,,0.76,0.14764884264646,0.235345682606237
YGR033C,89.42,CHEM,,0.86,0.104701315919628,0.194428051942196
YGR034W,2404.15,RICH,28,1.01,0.222678067451854,0.12771389849662
YGR035C,882.6,CHEM,,1.02,0.192167832610562,0.133787148677225
YGR035W-A,0.22,OTHER,,,0.310357502534523,0.328371053550724
YGR036C,52.9,RICH,,1.11,0.136787485783305,0.258841369810788
YGR037C,609.78,RICH,,1.07,0.136594099398925,0.223320766356581
YGR038W,85.63,OTHER,,1.29,0.159650687749262,0.248302242937637
YGR038C-B,255.7,OTHER,,,0.10929385456242,0.201457510693924
YGR038C-A,0,OTHER,,,0.125639652312419,0.230735077266879
YGR039W,16.88,CHEM,,0.9,0.192006672493068,0.327703202736378
YGR040W,31.13,OTHER,9,0.99,0.119792157070335,0.27730466280722
YGR041W,31.58,CHEM,,1.13,0.1053969607173,0.247498559009794
YGR042W,35.75,CHEM,,0.93,0.166765772170282,0.222584980830921
YGR043C,33.58,CHEM,6,0.94,0.0911261446715045,0.244179148556904
YGR044C,84.22,CHEM,,1,0.137399325776685,0.209808560258552
YGR045C,5,CHEM,,0.94,0.155379989309879,0.23527007447893
YGR046W,34.72,ESS,,1.26,0.0974371701399376,0.234963087524888
YGR047C,37.37,ESS,,0.86,0.13452740627465,0.257178636774881
YGR048W,66.07,ESS,,0.88,0.134393739246894,0.255173694095653
YGR049W,52.35,CHEM,,1.01,0.178339883435203,0.190228066858212
YGR050C,21.05,OTHER,,1.3,0.113622014605891,0.303275053297503
YGR051C,0.25,OTHER,,1.29,0.20126331502749,0.269202378152238
YGR052W,14.7,OTHER,,1.1,0.0928568542689489,0.283915468825785
YGR053C,12.7,OTHER,,1.02,0.0964620147796618,0.250543514357454
YGR054W,166.93,OTHER,,1.49,0.172347614656771,0.216517339885874
YGR055W,143.58,OTHER,16,1.42,0.14012468824059,0.241354343977427
YGR056W,40.5,RICH,,0.89,0.10801180416341,0.270295392649813
